,SHORT_URL,DESTINATION_URL
,https://xfin.tv/2Eo1I8Q,https://www.xfinity.com/stream/entity/6413889995838168112
,https://xfin.tv/2EoROUA,https://www.xfinity.com/stream/entity/7575720835618898112
,https://xfin.tv/2EPA9G3,https://www.xfinity.com/stream/entity/6524541189713913112
,https://xfin.tv/2EpcrQy,https://www.xfinity.com/stream/entity/5473469581917944112
,https://xfin.tv/2EPdolz,https://www.xfinity.com/stream/entity/6859631047893704112
,https://xfin.tv/2EpjAQQ,https://www.xfinity.com/stream/entity/8417601158135249112
,https://xfin.tv/2EPKJN5,https://www.xfinity.com/stream/entity/5564370008445235112
,https://xfin.tv/2EPmqie,https://www.xfinity.com/stream/entity/5876577193626769112
,https://xfin.tv/2EPn2V0,https://www.xfinity.com/stream/entity/6472846037174122112
,https://xfin.tv/2EPpYRM,https://www.xfinity.com/stream/entity/5402418950628255112
,https://xfin.tv/2EPQzOp,https://www.xfinity.com/stream/entity/7005404976834405112
,https://xfin.tv/2EPXGX8,https://www.xfinity.com/stream/entity/7512967439105679112
,https://xfin.tv/2EQfZLL,https://www.xfinity.com/stream/entity/4825275992439113112
,https://xfin.tv/2EQg0iN,https://www.xfinity.com/stream/entity/6970486776798544112
,https://xfin.tv/2EQJpJJ,https://www.xfinity.com/stream/entity/5011127975869033112
,https://xfin.tv/2EQKukK,https://www.xfinity.com/stream/entity/8528336387961631112
,https://xfin.tv/2EQKvW1,https://www.xfinity.com/stream/entity/6211521855558246112
,https://xfin.tv/2EqmpB8,https://www.xfinity.com/stream/entity/7367353709604916112
,https://xfin.tv/2EQzYKt,https://www.xfinity.com/stream/entity/6824999747401678112
,https://xfin.tv/2ErbYgR,https://www.xfinity.com/stream/entity/5679736805138654112
,https://xfin.tv/2ERDoMT,https://www.xfinity.com/stream/entity/8185472064972635112
,https://xfin.tv/2ErfIik,https://www.xfinity.com/stream/entity/4786575232932585112
,https://xfin.tv/2ErmMvb,https://www.xfinity.com/stream/entity/5160989481224519112
,https://xfin.tv/2ERpbQ6,https://www.xfinity.com/stream/entity/7998145174949151112
,https://xfin.tv/2ERsUxn,https://www.xfinity.com/stream/entity/8154854750063152112
,https://xfin.tv/2ERWfI1,https://www.xfinity.com/stream/entity/6157099399051533112
,https://xfin.tv/2ERxICD,https://www.xfinity.com/stream/entity/7804645714536361112
